"812.5/1.0","2468.75/0.14954857161848722","",""
"812.5/1.0","656.25/0.2274015644675004","5906.25/0.11474125376432258","1281.25/0.10406102131151271"
"656.25/1.0","812.5/0.10374664526048197","",""
"656.25/1.0","","",""
"656.25/1.0","","",""
