"1093.75/1.0","2156.25/0.541467016493899","656.25/0.2619650414601714","2781.25/0.1388927224830607"
"1093.75/1.0","2156.25/0.3001023968404669","656.25/0.20477465021239305","2781.25/0.12750776513407247"
"1093.75/1.0","2156.25/0.29145046918865225","656.25/0.26147421053794795",""
