"812.5/1.0","2406.25/0.10826562556210019",""
"812.5/1.0","",""
"812.5/1.0","656.25/0.1747126815516289",""
"812.5/1.0","625.0/0.7136739070137033","1281.25/0.10583462595692661"
"812.5/1.0","625.0/0.6815453846488769",""
"812.5/1.0","625.0/0.7404661255645075",""
"812.5/1.0","625.0/0.7298754613817364",""
